company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Other Certificates,Company Website,Booth: 1C-E28   |   Hall of Aurora   |   ,Booth: 3C-C02   |   Commercial Lighting   |   ,Booth: 1C-B02   |   Hall of Aurora   |   ,Booth: 1E-A20   |   Hall of Aurora   |   ,Booth: 1D-D30   |   Hall of Aurora   |   ,Booth: 1E-B14   |   Hall of Aurora   |   ,Booth: 1C-B14   |   Hall of Aurora   |   ,Booth: 1C-E29   |   Hall of Aurora   |   ,Booth: 1D-B15   |   Hall of Aurora   |   ,Booth: 1E-B18   |   Hall of Aurora   |   ,Booth: 3D-E24   |   Residential Lighting   |   ,Booth: 3D-E06   |   Residential Lighting   |   ,Booth: 3C-F18   |   Technical Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3C-E22   |   Commercial Lighting   |   ,Booth: 3C-B16   |   Commercial Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3D-B19   |   Technical Lighting   |   ,Booth: 3D-C20   |   Residential Lighting   |   Mainland China (Guangdong) - Lighting,Booth: 3E-F07   |   Lighting Accessories   |   ,Booth: 3E-A04   |   Decorative Lighting   |   
"Shanghai Bublux Lighting Technology Co., Ltd.",Chinese Mainland,"LED Lighting manufacturer located in Hangzhou City, Zhejiang Province. We have been focusing on the research, development and production of LED lighting products since 2009. In order to meet the increasing market demand, we expanded our new factory in Anhui Province last year. The new factory is nearly 7 times that of the original factory. In recent years, we have successively invested nearly 300 sets of molds, developed more than 10 series of products with unique appearance and performance, and hold patent certificates. Our product managers have professional and unique vision, and have continued to study international market trends and domestic technology upgrades. In order to provide high-quality service experience and cost-effective products to overseas customers, we have established our own professional foreign sales team in Shanghai. Our sales team has more than 10 years of overseas market experience in the lighting industry, is familiar with market demand, with professional knowledge of international trade processes and efficient customer communication and service capabilities.","Manufacturer, Exporter","Ceiling Light,Decorative Lamp,Spotlight,Downlight,Sensor Light,PAR Bulb,LED Lighting,LED Bulb,LED Panel Light","LED DOWNLIGHT, LED SPOT CEILING LIGHT, LED SOLAR GARDEN LIGHT, LED panel, LED high power T bulb, LED bulbs, LED spot light, LED decorate bulbs","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHANGHAI-BUBLUX-LIGHTING-TECHNOLOGY-CO-LTD-/1S00O6G0K,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K9GF,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Brilloop Lighting Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Brilloop is a professional manufacturer dedicated to LED lighting products for over 14 years, especially specialized in industrial lighting and area lighting. We are focusing intensively on high quality, short delivery time and high-end customization.",Manufacturer,"Outdoor Floodlight,High Mast Light,Street Light,Industrial Lighting",LED Sports light LED Flood Light LED High Bay Light LED Street Light,"OEM, ODM",Brilloop,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Outdoor and Tech Light Expo 2023 HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Brilloop-Lighting-Co-Ltd-/1X07T5WP,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005JZZ4,ISO9001:2015 Issued By SGS Type - Valid Date (N/A) - (N/A) ENEC Certificate Issued By SGS Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
"Shenzhen Keyingtong Electronic Technology Co., Ltd.",Chinese Mainland,"Shenzhen Keyingtong Electronic Technology Co., Ltd. was established in May 2005, specializing in kinds of led power supply. It is only 10 kilometers from Shenzhen airport and 15 kilometers from shenzhen port for fast delivery. We adopt international advanced and mature program, green, high-efficient and low-power circuits, high-quality brands of electronic components for production. Our products are widely used in LED products, mobile computers, industries, AI projects and communications.","Exporter, Manufacturer, Wholesaler","Stage Light,Architectural Lighting,Tunnel Light,Emergency & Professional Lighting,Exhibition Lighting,Building Exterior Lighting System",Switching Power Supplies; LED Power Supplies; Waterproof Power Supplies; Rainproof Power Supplies; Adapters; Slim Power Supplies,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Keyingtong-Electronic-Technology-Co-Ltd/1X08HPMB,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3FO,EMC Issued By - Type - Valid Date (N/A) - (N/A) LVD Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
"Shenzhen Ottima Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"OTTIMA TECHNOLOGY Co. (refer Ltd, to ""OTTIMA""as following is worldwide supplier of)a LED driver established in is a high-tech enterprise 2006 OTTIMA specializing in the R&D, manufacture and export of LED driver/LED power supply. Our factory covers square meters and operates under TUV 2500(GMC) guidelines. With 500 workers utilizing 6 production lines. We have 6 R&D staffs with 5-8 years experience in LED driver.Our products are CE, FCC, TUV,SAA,UL, ETL and SGS approved.In addition, our QC can offer years warranty and maintain our repair 3 rate below 0.3%.Our products include LED drivers include constant current LED driver constant voltage, LED driver, waterproof LED driver, triac dimmable LED driver 0-10V dimmable, LED driver,DALI LED driver, etc.Our company has advanced production equipment and testing equipment such as, wave soldering, ageing test equipment. We strictly carry out ISO9001 quality management system standard to ensure product quality. Over 8 years by virtue of strong, development capability and excellent product quality, we have achieved a high reputation both at home and abroad market. We will continue to create more competitive, environmentally friendly and energy saving products to meet customers needs and create win-win business' with you!","Exporter, Export Agent, Chain Store, Distributor, Department Store, Wholesaler, Manufacturer, Shopping Mall, Import Agent, Buying Office","LED Lighting,LED Driver","Constant Voltage LED Driver, Constant Current LED Driver, Dali Dimmable LED Driver, PWM(0-10V)LED Driver, Triac Dimmable LED Driver, Round shape LED Driver.","OEM, ODM",ottima,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition) Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Ottima-Technology-Co-Ltd/1X09150L,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K1SN,CE Issued By TUV Type - Valid Date (N/A) - 23 Dec 2023 FCC Issued By Anbotek Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,
"Yuyao Amber Lamp Co., Ltd.",Chinese Mainland,"Yuyao Amber Lamp Co., Ltd.,covering a building area of 8000sqm, was set up in 2006. Factory is located in Yuyao City, around 1 and a half hour both to Ningbo and Hangzhou airport. Our loading port is Ningbo port. It is a specialized manufacturer of outdoor lightings, such as garden lights, bulkhead lights, LED lightings, floodlights and so on. The company has set up quality management system with ISO9001:2015 series of international standard. Our lightings have passed TUV SUD CE certificate. The products are sold well to all over the word, especially Europe and Australia. We warmly welcome friends all over the world to work with us, to have a bright future all together!",Manufacturer,"Wall Lamp,LED Lighting","Outdoor Lighting, Outdoor LED Lighting, LED Wall Light, Garden Light",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2017 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Amber-Lamp-Co-Ltd/1X00K4SW,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L56D,CE Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
"Zhejiang Tao's Electric Co., Ltd.",Chinese Mainland,,Exporter,"Sockets & Switches, Smart Lighting Control Systems, Smart Security & Building Intercom, Plug Socket, Smart Home Appliance & Hardware Products","Switch, Socket, Smart Switch, Smart Sensor, Smart Gateway, Smart LED Light and Driver, KNX System","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair (Spring Edition) 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Tao-s-Electric-Co-Ltd-/1S00OZJ9Q,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K0UI,,www.taos.cc,,,,,,,,,,,,,,,,,,,
"Zhongshan Wosen Lighting Technology Co., Ltd.",Chinese Mainland,,Manufacturer,LED Lighting,"Established in 1992. After 20 years of effort, the solar light manufacturer now has a 30000 square meter factory manufacturing base and 250 employees. The company provides one-stop services from research and development, production, and sales","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024 Hong Kong International Outdoor and Tech Light Expo 2019 Hong Kong International Outdoor and Tech Light Expo 2018 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-WOSEN-LIGHTING-TECHNOLOGY-CO-LTD/1X0AE4PZ,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L70T,ISO9001:2015 Issued By ISO Type - Valid Date (N/A) - 19 Nov 2021,,,,,,,,,,,,,,,,,,,,
"Zhongshan Zenlea Lighting Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Outdoor Floodlight,High Mast Light,Street Light,Tunnel Light,Industrial Lighting,Solar Lights","ZENLEA Lighting found in 2013, Focusing on Street lights, It's an innovative, specialized, advanced manufacturing. Has strong independent R&D capability, OEM/ODM/OBM for Fortune 500 companies, also provide key solutions help guest win Bidding Project","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Outdoor and Tech Light Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Outdoor and Tech Light Expo 2024,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Zenlea-Lighting-Technology-Co-Ltd/1X084XIR,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KZA7,OCCUPATIONAL HEALTH & SAFETYMANAGEMENT SYSTEM CERTIFICATE Issued By NoA Testing & Certification Group Ltd. Type ISO_45001 Valid Date 15 Aug 2024 - 10 Aug 2026 ENVIRONMENTAL MANAGEMENT SYSTEM CERTIFICATE Issued By NOA Testing & Certification Group Ltd. Type ISO_14001 Valid Date 15 Aug 2024 - 10 Aug 2026,,,,,,,,,,,,,,,,,,,,
Anji Ruyi Crafts Factory,Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","Table Lamp,Floor Lamp,Edison Bulb","Wooden/bamboo table lamp, floor lamp, ceiling lamp and wall lamp for indoor use.","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ANJI-RUYI-CRAFTS-FACTORY/1S00O5V9E,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005KAAW,,,,,,,,,,,,,,,,,,,,,
"Berdis Lighting (Jiangmen) Co., Ltd.",Chinese Mainland,,Manufacturer,"Ceiling Light,Spotlight,Downlight,Green Lighting,LED Lighting,Garden Light,Lawn Light,Underwater Lamp,Indoor Lighting,Kitchen Lighting",Spotlight,OEM,BERDIS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Berdis-Lighting-Co-Ltd-/1X0AJSWS,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LFLU,,,,,,,,,,,,,,,,,,,,,
"Changzhou J & H Import & Export Co., Ltd.",Chinese Mainland,,Exporter,"Corn Bulb,LED Lighting,LED Tube","LED Bulbs, LED Filament Light, LED Color Bulbs, LED Flood Light Fitting, LED Panel Light, LED Track Lights, LED Tube, LED Strip Light, Festoon String Light, LED Down Light, Metal Halide Lamp, Sodium Lamp, Energy Saving Light, Halogen Bulb",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-J-H-Import-Export-Co-Ltd/1X087HK1,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005K1UH,,,,,,,,,,,,,,,,,,,,,
"Cixi City Shengyi Lighting Electric Appliance Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Cixi Shengyi Lighting Electric Co., Ltd. is located in Fanshi Town, Cixi City, Zhejiang Province, close to Ningbo Airport and Ningbo Port. The traffic is very convenient. Only 3 hours drive from Shanghai. The company specializes in producing all kinds of lamps and lanterns, and has the strength of one-stop service of lamp mold making, development and design, and production testing. The factory covers an area of 5,000 square meters. The company specializes in producing all kinds of lamps and lanterns, and has the strength of one-stop service of lamp mold making, development and design, and production testing. The LED waterproof lights developed by the company have passed 'ISO-9001','GS', ;CE','EMC' certification and so on. Products are exported to Europe, Canada, Southeast Asia, dozens of countries and regions, won the praise of customers. The company always adheres to the concept of 'survive by quality, develop by reputation', and strives to dedicate the most perfect products to the society.","Manufacturer, Exporter",LED Tube,IP65 Waterproof Lights IP65 LED Co-Extrusion Tri-proof Light IP44/IP65 LED Ceiling Lamp,OEM,Shengyi,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Shengyi-Lighting-Electric-Appliance-Co-Ltd-/1X03SV5A,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3OX,,,,,,,,,,,,,,,,,,,,,
"Cixi City Superstarlux Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter",LED Lighting,WATERPROOF LAMP,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) Home InStyle 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2018 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Superstarlux-Co-Ltd-/1X088ADT,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005L3M3,,,,,,,,,,,,,,,,,,,,,
Cixi Yuanhui Lighting Electric Co.. Ltd,Chinese Mainland,,"Manufacturer, Exporter",LED Lighting,LED Light,"OBM, Others, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2015 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2011 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2010 HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2009,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Yuanhui-Lighting-Electric-Co-Ltd-/1X04V9OL,https://www.hktdc.com/event/hklightingfairse/en/exhibitor/1S005LMXN,ISO9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,
