company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,,HKTDC Events,supplier_url,exhibitor_url,Brand Name,Certificates,Other Certificates,Verified Certificates,Booth: 1A-B02   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-C02   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Company Website,Booth: 1A-B22   |   Smart Lighting Products & Solutions   |   Smart Ecosystem and IoT Supply Chain Area,Booth: 1B-B12   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1A-E08   |   Connected Lighting Technologies   |   ,Booth: 1B-E08   |   Smart Lighting Products & Solutions   |   Zhongshan,Booth: 1B-D23   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-A05   |   Connected Lighting Technologies   |   Cantonese Business Go Global,Booth: 1B-A15   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-C31   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global,Booth: 1B-F40   |   Smart Lighting Products & Solutions   |   ,Booth: 1B-B18   |   Smart Lighting Products & Solutions   |   Shenzhen-SZSA Smart Lighting Pavilion,Booth: 1B-C22   |   Smart Lighting Products & Solutions   |   Cantonese Business Go Global
"Zhongshan Obals Lighting & Electric Co., Ltd.",Chinese Mainland,"OBALS Lighting,found in 2010, is a client-focused, technolog y-oriented and professional leading LED commercial lighting manufacturer. For so many years, we always insists on the idea of Sincerity, Rapidity and Win-win. Being oriented by the market trend and based on customer's requirements, OBALS Lighting keeps making breakthrough and innovations all the time. With the mission of being the best one-stop service product solution provider for our customers,OBALS Lighting has been devoting itself to designing and producing excellent quality, competitive price and professional LED products.OBALS Lighting's growth is throughout its whole development process, we have met every great challenges and opportunities by bold action and active ideas.","Buying Cooperative, Wholesaler, Manufacturer, Export Agent, Distributor, Department Store, Exporter, Retailer","Decorative Lamp,Architectural Lighting,Indoor Lighting,Emergency & Professional Lighting,Lighting Design & Engineering,Wireless Lighting Management System,Building Exterior Lighting System","For OBALS, OEM and ODM service is warmly welcomed. We can print your logo and information as per your requirements. OBALS owns its independent R&D team. We think highly of employing engineers who are experienced and professional on electronic.","ODM, OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-OBALS-LIGHTING-ELECTRIC-CO-LTD/1X07XF0R,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JIVX,,,,,,,,,,,,,,,,,,
"ARISING TECHNOLOGY CO.,LTD",Chinese Mainland,led lighting,"Manufacturer, Exporter",Sensor Light,led lighting,"OEM, Others, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Arising-Technology-Co-Ltd/1S00OYI46,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8TD,,,,,,,,,,,,,,,,,,
Arriopto (Foshan) Limited,Chinese Mainland,,"Exporter, Manufacturer, Wholesaler","Sensor Light,Light Dimmer,Light Switch,LED Bulb,Power Management System","LED strip,led sensor light,led sensor switch","OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Arriopto-Foshan-Limited/1S00P0E4A,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LB1M,,,,,,,,,,,,,,,,,,
"BESTCO Technology Co., LTD Guangdong",Chinese Mainland,,"Distributor, Exporter, Manufacturer, Wholesaler, Export Agent, Buying Cooperative, Chain Store, Import Agent, Importer","Exterior Lighting Solutions & System, Smart Architectural Lighting, Retail Lighting, Wireless Lighting Management System, Residential Lighting, LED Bulb","Ceiling Lights, Track Lights, Pendant Lights","ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/BESTCO-Technology-Co-LTD-Guangdong/1S00P2RR0,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8NV,,,,,,,,,,,,,,,,,,
"Cixi Dingli Plastic&Rubber Co., Ltd.",Chinese Mainland,,Manufacturer,Lighting Accessories & Lamp Parts,connector,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/CIXI-DINGLI-PLASTIC-RUBBER-CO-LTD/1S00OUC1L,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005L6DR,,,,,,,,,,,,,,,,,,
"Cixi Qiermei Electrical Appliances Co., Ltd.",Chinese Mainland,,Exporter,"Lighting Accessories & Lamp Parts,Light Switch",Lamp switch,"ODM, OBM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CIXI-QIERMEI-ELECTRICAL-APPLIANCES-CO-LTD-/1S00OQ6X3,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JNUV,,,,,,,,,,,,,,,,,,
"Dafang Ding (Guangdong) Electronics Co., Ltd.",Chinese Mainland,,,"Sensor Light,Home Automation System",Microwave radar sensing LED light,,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dafang-Ding-Guangdong-Electronics-Co-Ltd/1S00OJRF0,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3M3,,,,,,,,,,,,,,,,,,
Dafeng Metal Products Factory,Chinese Mainland,,Distributor,"Sensor Light,Lighting Accessories & Lamp Parts",LIGHTING,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dafeng-Metal-Products-Factory/1S00OZKLP,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K31U,,,,,,,,,,,,,,,,,,
"Dongguan AIle Lighting co,.Ltd",Chinese Mainland,,Distributor,Lighting Accessories & Lamp Parts,"Office Linear Lights, Aluminum Channels and Light Diffusers.","OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-AIle-Lighting-co-Ltd/1S00OCWP1,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LGJZ,,,,,,,,,,,,,,,,,,
"Dongguan Menghe New Energy Co., Ltd",Chinese Mainland,,Buying Cooperative,"LED Converter,LED Driver,Sensor & Detector,Electrical Equipment",Lighting,"ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Menghe-New-Energy-Co-Ltd/1S00P0YVH,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LS3Z,,,,,,,,,,,,,,,,,,
"Dongguan Skypower Electronics Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Sensor Light,Architectural Lighting,Indoor Lighting,Industrial Lighting","SMART BATTEN LIGHT,SMART DOWN LIGHT, SMART TRI-PROOF LIGHT,INDUSTRIAL LIGHTING,SENSOR LIGHTING","OEM, OBM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Skypower-Electronics-Technology-Co-Ltd-/1X0AQD2V,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB81,,,,,,,,,,,,,,,,,,
"Etenlux Lighting Tech Co., Ltd.",Chinese Mainland,"Etenlux Lighting Tech Co.,Ltd. is a professional company of R&D, Manufacturing, Marketing and Services in LED commercial lighting products, located in Nanhai, Foshan, Guangdong ,China. Focusing on research and development of The high-end LED commercial lighting, Retail lighting products, our main products are include: Led Track Light, Led Grille light, Led down light, Led Linear light and Led Pendant light etc. Widely used in brand clothing stores, luxury stores, museums, supermarket chains, auto 4S shops, high-end office space, etc. Etenlux Team has nearly 10 years design experience of commercial lighting, adhering to the design concept is ""Keep innovating base on market-oriented "", focusing on R&D of high-end Retail lighting products, After few years' development, we have set up and improved our design system on product structure design,heat dissipation research,Optical applications, and intelligent applications ,has developed a number of well-liked Retail lighting products, our products has the following characteristics: Novel appearance, high luminous efficiency, high color rendering, and cost-effective features, all of our Products have passed CE,Rohs ,Tuv Certificate, and own several patents","Exporter, Manufacturer, Wholesaler","Indoor Lighting,Retail Lighting","commercial lighting, Retail lighting products, our main products are include: Led Track Light, Led Grille light, Led down light, Led Linear light and Led Pendant light etc.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Etenlux-Lighting-Tech-Co-Ltd-/1S00OAUHR,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8ZV,Etenlux,,,,,,,,,,,,,,,,,
Foshan Poulson Lux Co..Ltd.,Chinese Mainland,,Manufacturer,"Residential Lighting, Lighting Accessories & Lamp Parts, Lighting Distribution System",Lighting Track System,"ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FOSHAN-POULSON-LUX-CO-LTD-/1S00OXEPJ,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J90R,,,,,,,,,,,,,,,,,,
"Fo Shan Shun De Zhenghe Electrical Co.,Ltd.",Chinese Mainland,,Manufacturer,,There will demand hard work. perseverance and along-term commitment to build a foundation of trust. We believethat we can achieve our win-win situation with the customers throuah our effort specialty and concentration.,OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fo-Shan-Shun-De-Zhenghe-Electrical-Co-Ltd-/1S00P0PYH,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005LL8R,,,,,,,,,,,,,,,,,,
"Foshan Dongdian Era Lighting Co.,Ltd.",Chinese Mainland,"Foshan Dongdian Era Lighting Co, LTD is a manufacturer with 10-years experiences in designing and supplying linear light. Our factory is located in Foshan, Guangdong, China, which has great advantage in transportation and manufacturing. Our factory covers an area of 20.000 with about 100 staffs, has excellent design and development team and strict QC department, as well as advanced equipment to ensure that we can complete orders on time. We work well together, and we are proud of ourselves, on the ability to deliver products with the shortest lead time in the industry and the high quality of our products. We warmly welcome your joining to make a better future.",Manufacturer,"Sensor Light,Indoor Lighting","Our linear light is ultra fast link with 120 degrees beam angle of high brightness. The primary wiring can be connected in series up to 1000w. The more links, the more savings. Changeable combination modeling meets the needs of various lighting",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Dongdian-Era-Lighting-Co-Ltd/1X0AR80C,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JNTY,DD EAR LIGHTING,,,,,,,,,,,,,,,,,
Foshan Hongguang Lighting Accessories Co Ltd,Chinese Mainland,lighting,"Manufacturer, Exporter",LED Driver,lighting,"Others, OEM, ODM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2022 (Spring Edition) HKTDC Hong Kong International Lighting Fair 2021 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Hongguang-Lighting-Accessories-Co-Ltd/1S00OJABT,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005J8UA,,,Low Voltage Directive Issued By TUV Type - Valid Date (N/A) - 08 Oct 2018,,,,,,,,,,,,,,,
"Foshan Leap Electrical Appliances Co., Ltd",Chinese Mainland,LED,Manufacturer,"Edison Bulb,LED Bulb,Indoor Lighting,Entertainment Lighting,Lighting Distribution System",LED LED,OBM,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025 HKTDC Smart Lighting Expo 2024 HKTDC Hong Kong International Lighting Fair (Spring Edition) 2018,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-LEAP-Electrical-Appliances-Co-Ltd/1S00OOASE,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KUMC,,,,,,,,,,,,,,,,,,
Foshan Litek Technology Development Company Limited,Chinese Mainland,,"Manufacturer, Wholesaler","Lighting Accessories & Lamp Parts, Sensor Light, LED Bulb, Lighting Design & Engineering, Retail Lighting, Decorative Lamp, Residential Lighting, Smart Architectural Lighting","Litek Lighting focuses on indoor and outdoor lighting, ranges from downlight, spotlight, track light, cabinet light, and garden lights, etc. We offer OEM and ODM services.","ODM, OEM",,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Litek-Technology-Development-Company-Limited/1S00OAN5Y,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KB74,,,,,,,www.liteklighting.com,,,,,,,,,,,
"Foshan Tongzhu Hardware Products Co., Ltd",Chinese Mainland,"Foshan Tongzhu Hardware Products Co., Ltd is a professional design, development and production of die-casting lamps and lanterns kits manufacturer. A set of professional design, development and production in one of the die-casting lighting kit manufacturers. With die-casting, injection molding, polishing, CNC and other perfect production facilities, the products cover LED downlight, LED ceiling light, LED wall washer, LED rail light, etc., with a number of independent product patents, the products are widely used in large supermarkets, shopping malls, high-end commercial real estate, villas and clubs, high-grade hotels, museums, exhibitions and display space and other fields. Translated with DeepL.com (free version)",Manufacturer,"Decorative Lamp,Lighting Accessories & Lamp Parts,Architectural Lighting,Indoor Lighting,Industrial Lighting,Home Automation System","Our products cover LED downlight, LED ceiling light, LED wall washer light, LED rail light, etc. With a number of independent product patents, our products are widely used in large supermarkets, shopping malls, high-end commercial real estate.","OEM, OBM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Tongzhu-Hardware-Products-Co-Ltd/1S00OYGI2,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JYRT,,,,,,,,,,,,,,,,,,
"Guangdong Huapu intelligent Technology Co., LTD",Chinese Mainland,,"Wholesaler, Department Store, Manufacturer, Export Agent","Decorative Lamp,Lighting Accessories & Lamp Parts,Architectural Lighting,Street Light,Indoor Lighting,Solar Lights,Business Management & Consultancy Services,Lighting Design Software,Energy Efficiency Equipment, Product and Solution",LED intelligent lighting,Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Smart Lighting Expo 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Huapu-intelligent-Technology-Co-LTD/1S00P04SK,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005KY2W,,,,,,,,,,,,,,,,,,
"Guangdong Langman Optical-Electronical Tech Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Decorative Lamp,Architectural Lighting,Lighting Distribution System,Building Exterior Lighting System","LED NEON FLEX, LED strip light, led rope light, led decoration light",Others,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Langman-Optical-Electronical-Tech-Co-Ltd-/1S00OYJOH,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005K3DU,LMAN,,,,,,,,,,,,,,,,,
"Guangdong Linkuan Smart Tech Co.,Ltd",Chinese Mainland,,Manufacturer,"Lighting Accessories & Lamp Parts,Architectural Lighting,Street Light,Indoor Lighting,Industrial Lighting,Retail Lighting,Home Automation System",LED 电源,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Smart Lighting Expo 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Spring Edition) 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Linkuan-Smart-Tech-Co-Ltd/1S00OJ11W,https://www.hktdc.com/event/smartlightingexpo/en/exhibitor/1S005JG1H,,,,,,,,,,,,,,,,,,
